"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Slay the Spire","7935","670380","77","176","10042","75.931947"
"2","Mutant Year Zero: Road to Eden","1425","50880","35","92","967","40.715789"
"3","Return of the Obra Dinn","780","21300","25","87","340","26.153846"
"4","Path of Exile","720","20805","28","110","685","57.083333"
"5","Escape from Monkey Island","690","22395","31","95","420","36.521739"
"6","Aviary Attorney","630","24300","38","94","455","43.333333"
"7","Void Bastards","495","19545","40","74","367","44.484848"
"8","Gloomhaven","375","11835","31","54","271","43.36"
"9","Deck of Ashes","330","15270","41","77","226","41.090909"
"10","Tomb Raider","270","10140","37","99","152","33.777777"
"11","FTL: Faster Than Light","165","4185","24","42","66","24"
"12","Into the Breach","150","4965","33","41","110","44"
"13","Faeria","15","360","24","24","0","0"
