"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","FIFA 19","3540","8406975","2269","5604","155845","2641.440677"
"2","Teamfight Tactics","660","781725","1165","2004","37772","3433.818181"
"3","Hello Neighbor","585","1166340","1967","2611","24908","2554.666666"
"4","Hello Neighbor: Hide and Seek","240","400245","1692","2344","7720","1930"
"5","Just Chatting","225","566145","2230","5783","26458","7055.466666"
"6","Tom Clancy's Rainbow Six Siege","225","387000","1628","2442","7637","2036.533333"
"7","Call of Duty: Modern Warfare 2","225","317340","1410","2203","11863","3163.466666"
"8","Marvel's Spider-Man","165","226920","1375","1463","3964","1441.454545"
"9","BioShock Infinite","120","135720","1131","1667","2650","1325"
"10","The Sims 4","120","205545","1883","2111","7800","3900"
"11","Wolfenstein: Youngblood","120","199980","1344","2725","3176","1588"
"12","Apex Legends","120","115905","965","1177","3549","1774.5"
"13","Knowledge is Power","105","200685","2159","2955","6791","3880.571428"
"14","Marbles on Stream","90","206535","2294","2505","6488","4325.333333"
"15","Call of Duty: Modern Warfare Remastered","90","164940","1914","2402","3873","2582"
"16","Pinturillo 2","90","130500","1449","1660","1746","1164"
"17","Talk Shows & Podcasts","75","115110","1534","1742","3834","3067.2"
"18","That's You!","60","167865","2797","3010","6722","6722"
"19","eFootball PES 2020","30","65745","2191","2229","833","1666"
