"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","2235","71910","28","77","1170","31.409395"
"2","Splatoon 2","240","4350","17","26","90","22.5"
"3","Just Chatting","120","4410","36","53","69","34.5"
