"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","1515","8745","5","11","182","7.20792"
"2","Beyond: Two Souls","675","6630","8","16","66","5.866666"
"3","Just Chatting","360","1725","3","10","102","17"
"4","Call of Cthulhu","360","1545","3","12","59","9.833333"
"5","Battalion 1944","360","1545","3","7","42","7"
"6","Apex Legends","270","1545","5","9","31","6.888888"
"7","Jackbox Party Packs","225","2205","9","12","34","9.066666"
"8","Monster Hunter: World","225","840","4","7","17","4.533333"
"9","Heavy Rain","210","1455","5","12","27","7.714285"
"10","Wolfenstein: Youngblood","105","660","6","7","7","4"
"11","Metro Exodus","90","510","5","9","20","13.333333"
"12","UNO","60","420","6","9","17","17"
"13","Unlisted on Twitch","45","150","3","4","6","8"
"14","Tom Clancy's Rainbow Six Siege","45","255","5","6","9","12"
"15","The Jackbox Party Pack 5","45","405","9","10","9","12"
"16","The Cycle","30","240","8","9","1","2"
"17","The Jackbox Party Pack 4","15","165","11","11","0","0"
