"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Realm Royale Reforged","3630","10140","2","8","179","2.958677"
"2","Dead by Daylight","1335","3240","2","5","37","1.662921"
"3","ARK: Survival Evolved","1320","4035","2","5","45","2.045454"
"4","Fortnite","750","1380","1","5","16","1.28"
"5","CreativeDestruction","315","450","1","3","18","3.428571"
"6","Deathgarden: BLOODHARVEST","285","495","1","2","13","2.736842"
"7","Bus Simulator 18","255","825","3","5","18","4.235294"
"8","Music","180","765","3","9","15","5"
"9","Counter-Strike: Global Offensive","180","600","3","4","4","1.333333"
"10","Friday the 13th: The Game","90","285","3","5","5","3.333333"
