"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Uncharted: The Nathan Drake Collection","645","2610","4","8","61","5.674418"
"2","Call of Cthulhu","435","2835","6","9","37","5.103448"
"3","Clive Barker's Jericho","420","3195","7","15","54","7.714285"
"4","Retro","315","2775","7","13","52","9.904761"
"5","Unlisted on Twitch","15","45","3","3","0","0"
