"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Marvel Ultimate Alliance 3: The Black Order","615","7695","12","18","109","10.634146"
"2","Apex Legends","510","4275","6","17","48","5.647058"
"3","Blazing Chrome","450","3660","7","13","52","6.933333"
"4","Crash Team Racing Nitro-Fueled","345","4845","12","30","106","18.434782"
"5","Dead Space (2008)","210","2865","13","18","39","11.142857"
"6","Super Mario Maker 2","180","1395","7","12","17","5.666666"
"7","Just Chatting","105","1245","13","22","18","10.285714"
