"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","VRChat","2820","16095","5","12","404","8.595744"
"2","Path of Exile","1050","4560","3","11","136","7.771428"
"3","Minecraft","930","3585","3","8","84","5.419354"
"4","Titan Quest Anniversary Edition","855","3855","3","9","104","7.298245"
"5","Monster Hunter: World","555","1995","2","7","64","6.918918"
"6","AMID EVIL","285","1755","6","15","121","25.473684"
"7","Wolcen: Lords of Mayhem","225","1920","8","11","59","15.733333"
"8","Half-Life 2","210","1575","7","14","42","12"
"9","Just Chatting","120","315","2","6","12","6"
"10","FINAL FANTASY XIV ONLINE","30","90","3","4","2","4"
"11","Touhou Project","30","195","6","7","5","10"
"12","Enter the Gungeon","15","90","6","6","10","40"
"13","PUBG: BATTLEGROUNDS","15","15","1","1","1","4"
"14","Risk of Rain 2","15","0","0","0","1","4"
