"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","2295","11910","4","15","1338","34.980392"
"2","Just Chatting","1140","7125","5","24","907","47.736842"
"3","Counter-Strike: Global Offensive","825","4140","4","10","451","32.8"
"4","The Forest","705","1965","1","24","290","24.680851"
"5","Project Winter","495","2160","3","10","244","29.575757"
"6","PUBG: BATTLEGROUNDS","330","600","1","5","85","15.454545"
"7","Squad","270","720","2","7","99","22"
"8","LEGO City Undercover","165","1020","8","17","11","4"
"9","Monster Hunter: World","120","915","7","9","26","13"
"10","Teamfight Tactics","105","750","7","11","42","24"
"11","Apex Legends","105","255","2","4","54","30.857142"
"12","The Mean Greens: Plastic Warfare","90","390","4","5","19","12.666666"
"13","Musynx","90","360","2","6","20","13.333333"
"14","Music","60","480","8","10","17","17"
"15","Poly Bridge","60","120","1","3","11","11"
"16","Counter-Strike Nexon: Studio","45","240","5","7","21","28"
"17","Rust","45","120","2","3","8","10.666666"
"18","TAPSONIC BOLD","45","105","2","3","3","4"
"19","skribbl.io","45","195","4","5","24","32"
"20","Dota Underlords","30","195","6","8","12","24"
"21","theHunter: Call of the Wild","30","135","4","5","10","20"
"22","LEGO Batman: The Video Game","15","30","2","2","0","0"
