"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Mass Effect 3","7470","50715","5","36","4167","33.469879"
"2","Fallout: New Vegas","1680","21120","8","36","1406","50.214285"
"3","The Witcher","1410","5370","3","10","366","15.574468"
"4","Mass Effect: Andromeda","915","8475","8","24","658","43.14754"
"5","Fallout 3","300","1410","3","9","132","26.4"
