"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Call of Duty: Black Ops 4","2340","8820","3","10","129","3.307692"
"2","Grand Theft Auto V","810","3840","4","9","48","3.555555"
"3","Fortnite","705","2100","2","6","25","2.127659"
"4","Tom Clancy's Rainbow Six Siege","540","1395","1","7","45","5"
"5","Battlefield V","225","1005","5","9","19","5.066666"
"6","Sea of Thieves","195","330","0","3","2","0.615384"
"7","Apex Legends","180","1545","6","22","127","42.333333"
"8","Unlisted on Twitch","150","615","3","6","9","3.6"
"9","ROBLOX","150","660","4","6","12","4.8"
"10","Star Wars Battlefront","105","450","4","7","5","2.857142"
"11","Star Wars Battlefront II","75","570","7","10","6","4.8"
"12","Just Chatting","75","225","3","4","4","3.2"
"13","Overwatch","75","90","1","2","3","2.4"
"14","Call of Duty: Modern Warfare 2","60","105","2","3","10","10"
"15","Call of Duty: World at War","45","90","2","2","3","4"
"16","Marvel's Spider-Man","45","135","3","3","0","0"
