"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1935","99735","47","99","3076","95.379844"
"2","Fire Emblem: Three Houses","1485","55095","35","62","1476","59.636363"
"3","Talk Shows & Podcasts","540","21015","39","59","761","84.555555"
"4","Teamfight Tactics","390","18030","47","72","777","119.538461"
"5","RimWorld","375","13560","36","48","321","51.36"
"6","Tales of Vesperia","285","12615","46","91","392","82.526315"
"7","Unlisted on Twitch","240","8805","35","42","162","40.5"
"8","Prison Architect","150","5460","36","42","227","90.8"
"9","Ultimate Chicken Horse","60","2955","49","55","122","122"
"10","Terraforming Mars","60","1260","21","30","28","28"
"11","Keep Talking and Nobody Explodes","45","1275","28","41","88","117.333333"
