"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Thursday 18th July 2019 02:34","https://sullygnome.com/channel/rawrxdhellar/stream/34946328576","221","1326","6","13","0","0","57","14","Blade &amp; Soul"
"2","Thursday 11th July 2019 02:37","https://sullygnome.com/channel/rawrxdhellar/stream/34859095200","128","384","3","7","0","0","28","12","Blade &amp; Soul"
"3","Tuesday 9th July 2019 02:45","https://sullygnome.com/channel/rawrxdhellar/stream/34834029664","60","180","3","5","0","0","10","8","Blade &amp; Soul"
"4","Thursday 4th July 2019 03:00","https://sullygnome.com/channel/rawrxdhellar/stream/34772762400","150","1200","8","27","3","1","47","17","Blade &amp; Soul"
