"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","ROBLOX","1110","5625","4","13","299","16.162162"
"2","Minecraft","645","2940","4","10","150","13.953488"
"3","League of Legends","525","2010","3","7","78","8.914285"
"4","Grand Theft Auto V","525","2340","3","10","82","9.371428"
"5","Brawlhalla","315","2400","6","19","100","19.047619"
"6","PUBG: BATTLEGROUNDS","315","1845","5","8","61","11.619047"
"7","Dauntless","210","735","3","6","32","9.142857"
"8","osu!","195","840","3","8","60","18.461538"
"9","VRChat","195","435","2","3","27","8.307692"
"10","Just Chatting","165","870","4","9","59","21.454545"
"11","Counter-Strike: Global Offensive","165","645","3","6","30","10.90909"
"12","Paladins","75","210","2","5","16","12.8"
"13","PAYDAY 2","60","480","8","11","26","26"
"14","Teamfight Tactics","30","90","3","4","10","20"
"15","Gartic","15","30","2","2","6","24"
