"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Call of Duty: Black Ops 4","2910","23805","7","17","622","12.824742"
"2","Just Chatting","645","4635","6","20","255","23.72093"
"3","Minecraft","585","5100","8","14","122","12.51282"
"4","Call of Duty: WWII","480","3285","7","14","104","13"
"5","Marbles on Stream","465","5790","10","20","133","17.16129"
"6","Fortnite","360","2700","6","13","77","12.833333"
"7","Apex Legends","345","2295","6","14","72","12.521739"
"8","Grand Theft Auto V","255","2460","9","16","45","10.588235"
"9","Call of Duty: Black Ops","195","1080","5","8","46","14.153846"
"10","Call of Duty: Black Ops III","165","1080","6","11","30","10.90909"
"11","Overwatch","105","570","5","7","12","6.857142"
"12","Crash Team Racing Nitro-Fueled","90","585","6","8","22","14.666666"
"13","Call of Duty: Modern Warfare Remastered","75","615","7","10","20","16"
"14","Skyforge","60","360","6","6","19","19"
"15","Rocket League","45","150","3","4","5","6.666666"
"16","Counter-Strike","45","285","6","7","17","22.666666"
"17","Castle Crashers","45","315","7","9","1","1.333333"
"18","Call of Duty: Ghosts","30","330","11","11","11","22"
"19","Brawlhalla","30","195","6","7","21","42"
"20","Call of Duty: Infinite Warfare","30","255","8","9","7","14"
