"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","3390","43005","11","39","1437","25.433628"
"2","League of Legends","225","3000","12","25","86","22.933333"
"3","Latale","135","1080","8","12","26","11.555555"
"4","PUBG: BATTLEGROUNDS","120","1365","11","20","80","40"
"5","Cooking Simulator","105","810","7","9","40","22.857142"
"6","Blame him","75","1365","18","20","40","32"
"7","Euro Truck Simulator 2","45","780","17","20","12","16"
