"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","1575","3810","1","8","235","8.95238"
"2","Rocket League","1260","5565","3","31","202","9.619047"
"3","Human: Fall Flat","495","1365","2","5","40","4.848484"
"4","Trine 2","420","825","2","5","24","3.428571"
"5","Orcs Must Die! 2","390","1500","3","8","30","4.615384"
"6","Tom Clancy's Rainbow Six Siege","75","360","4","7","9","7.2"
"7","Darwin Project","75","240","3","5","18","14.4"
"8","BattleBlock Theater","75","315","4","5","4","3.2"
"9","Battlefield 4","75","150","1","4","46","36.8"
"10","Hollow Knight","45","30","0","1","3","4"
"11","Call of Duty: Black Ops 4","30","45","1","2","0","0"
"12","Travel & Outdoors","15","75","5","5","0","0"
