"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Talk Shows & Podcasts","825","33075","24","379","3269","237.745454"
"2","League of Legends","495","11235","21","36","525","63.636363"
"3","FIFA 19","465","3465","6","15","107","13.806451"
"4","Clash Royale","420","5160","11","19","108","15.428571"
"5","Hearthstone","405","6450","16","42","96","14.222222"
"6","Red Dead Redemption 2","360","1560","4","8","44","7.333333"
"7","Counter-Strike: Global Offensive","240","2805","12","29","120","30"
"8","Marvel's Spider-Man","165","1215","6","12","65","23.636363"
"9","Street Fighter V","150","1275","8","13","56","22.4"
"10","Super Smash Bros. Ultimate","135","975","7","8","41","18.222222"
"11","Teamfight Tactics","120","2145","17","22","82","41"
"12","Castle Crashers","105","960","8","10","29","16.571428"
"13","Lethal League Blaze","75","480","6","7","11","8.8"
"14","Def Jam: Fight for NY","60","345","5","7","24","24"
"15","Marvel vs. Capcom: Clash of Super Heroes","45","120","2","5","11","14.666666"
"16","Super Street Fighter II Turbo","45","210","4","5","11","14.666666"
"17","Teenage Mutant Ninja Turtles: Tournament Fighters","30","165","5","6","2","4"
"18","Bloody Roar 2","15","75","5","5","2","8"
