"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","345","1485","3","7","50","8.695652"
"2","Super Animal Royale","165","810","4","7","16","5.818181"
"3","Teamfight Tactics","165","750","4","9","24","8.727272"
"4","Realm of the Mad God","135","1095","8","12","37","16.444444"
"5","Donut County","105","630","6","9","21","12"
"6","The Gardens Between","75","645","8","10","19","15.2"
"7","Don't Starve Together","45","210","4","6","13","17.333333"
"8","The Jackbox Party Pack 5","30","120","4","5","3","6"
"9","The Jackbox Party Pack 4","15","45","3","3","3","12"
"10","Dying Light","15","75","5","5","0","0"
