"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","2325","10515","4","12","94","2.425806"
"2","Battlefield V","1725","10065","5","11","138","4.8"
"3","Unlisted on Twitch","840","2790","4","8","46","3.285714"
"4","PUBG: BATTLEGROUNDS","240","1050","4","8","5","1.25"
"5","TrackMania Turbo","120","405","3","8","14","7"
"6","Inside","75","150","2","2","2","1.6"
"7","Marvel Ultimate Alliance 3: The Black Order","60","240","4","5","4","4"
"8","CRSED: F.O.A.D.","60","210","3","5","5","5"
"9","Anthem","30","45","1","2","0","0"
"10","Grand Theft Auto V","15","45","3","3","0","0"
"11","Just Chatting","15","120","8","8","0","0"
"12","RAGE 2","15","60","4","4","0","0"
