"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2325","26625","10","22","1265","32.645161"
"2","Reventure","750","7410","10","17","101","8.08"
"3","Teamfight Tactics","570","7395","12","16","131","13.789473"
"4","Tom Clancy's Rainbow Six Siege","540","4515","7","12","173","19.222222"
"5","A Way Out","330","2460","7","19","24","4.363636"
"6","Overwatch","300","3225","11","15","60","12"
"7","RiME","300","3765","12","15","46","9.2"
"8","Tricky Towers","270","3420","13","19","81","18"
"9","Games + Demos","240","3090","11","16","113","28.25"
"10","PUBG: BATTLEGROUNDS","225","2445","10","14","78","20.8"
"11","Layers of Fear","225","2985","13","17","42","11.2"
"12","Puyo Puyo Tetris","210","2580","10","20","107","30.571428"
"13","Supraland","180","1155","6","10","33","11"
"14","Botanicula","165","1815","11","17","28","10.181818"
"15","Music","165","2250","12","16","60","21.818181"
"16","Dead Cells","135","1650","12","19","46","20.444444"
"17","The First Tree","120","1515","12","15","28","14"
"18","We Need to Go Deeper","105","1290","12","14","26","14.857142"
"19","Papers, Please","105","1560","14","19","56","32"
"20","Art","105","1425","13","17","49","28"
"21","We Were Here","90","855","9","11","6","4"
"22","Human: Fall Flat","75","945","12","13","31","24.8"
"23","Angvik","60","660","11","13","25","25"
"24","Sekiro: Shadows Die Twice","60","615","10","12","5","5"
"25","FrostRunner","45","720","16","17","52","69.333333"
"26","ibb & obb","45","300","6","9","15","20"
