"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dark Souls","3255","17685","5","11","218","4.018433"
"2","Dark Souls II","555","3240","5","10","41","4.432432"
"3","PUBG: BATTLEGROUNDS","405","1185","2","5","31","4.592592"
"4","The Messenger","255","825","2","5","16","3.764705"
"5","Overwatch","195","495","2","3","13","4"
"6","The Legend of Zelda: Ocarina of Time","150","585","3","5","9","3.6"
"7","Splatoon 2","135","525","3","6","25","11.111111"
"8","Teamfight Tactics","105","570","5","6","9","5.142857"
"9","Starbound","75","165","2","3","9","7.2"
"10","League of Legends","60","150","2","3","2","2"
"11","Just Chatting","45","180","4","5","2","2.666666"
"12","Borderlands 2","15","60","4","4","6","24"
