"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Magic: The Gathering","1095","2700","2","6","41","2.246575"
"2","Graveyard Keeper","840","1995","2","3","62","4.428571"
"3","Jurassic World Evolution","765","1950","2","7","65","5.098039"
"4","They Are Billions","555","1245","2","5","17","1.837837"
"5","Aven Colony","435","765","1","4","32","4.413793"
"6","Diablo III","405","1110","2","5","36","5.333333"
"7","Fortnite","240","525","1","3","28","7"
"8","Mutant Year Zero: Road to Eden","240","585","2","4","8","2"
"9","House Flipper","210","600","2","5","11","3.142857"
"10","Automachef","195","525","2","5","11","3.384615"
"11","Call of Duty: Black Ops 4","90","240","2","3","7","4.666666"
"12","No Man's Sky","90","165","1","2","2","1.333333"
"13","Grand Theft Auto V","75","135","1","2","7","5.6"
"14","Rocket League","60","75","1","2","9","9"
"15","Minecraft","30","60","2","2","3","6"
"16","Factorio","15","45","3","3","3","12"
"17","Factory Town","15","60","4","4","3","12"
"18","Just Chatting","15","15","1","1","1","4"
