"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","2445","77880","30","62","1648","40.441717"
"2","Teamfight Tactics","1860","31005","16","33","1133","36.548387"
"3","We. The Revolution","930","16800","16","28","552","35.612903"
"4","Supraland","480","5715","11","24","134","16.75"
"5","Night Call","435","6210","14","22","134","18.482758"
"6","Outward","345","5325","18","33","350","60.869565"
"7","League of Legends","255","4410","15","28","211","49.647058"
"8","Aporia: Beyond the Valley","210","2205","10","15","72","20.571428"
"9","Fortnite","210","5115","25","33","109","31.142857"
"10","Black the Fall","180","2130","11","18","35","11.666666"
"11","Baba is You","180","3945","22","32","139","46.333333"
"12","Marbles on Stream","105","2790","25","37","59","33.714285"
"13","God of War","75","2115","28","36","69","55.2"
"14","skribbl.io","15","300","20","20","19","76"
