"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2445","16575","6","13","499","12.245398"
"2","Rocket League","2010","16875","7","18","512","15.283582"
"3","Crash Team Racing Nitro-Fueled","1845","14565","6","19","514","16.715447"
"4","Paladins","1080","7770","6","14","290","16.111111"
"5","Assassin's Creed II","570","3855","6","10","109","11.473684"
"6","Minecraft","540","3870","6","10","95","10.555555"
"7","FIFA 19","435","3090","6","12","92","12.689655"
"8","Star Wars Battlefront II","150","1170","7","9","42","16.8"
"9","Unlisted on Twitch","135","735","5","8","71","31.555555"
"10","Assassin's Creed: The Ezio Collection","105","450","3","7","96","54.857142"
"11","Ori and the Blind Forest","90","630","7","9","25","16.666666"
"12","Gears 5","90","375","4","5","37","24.666666"
"13","Inside","75","570","7","9","20","16"
"14","Resident Evil 5","75","570","7","9","28","22.4"
"15","Assassin's Creed Origins","60","435","7","11","21","21"
"16","Assassin's Creed Odyssey","60","360","6","9","6","6"
