"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","750","21465","25","75","2355","188.4"
"2","Subnautica: Below Zero","690","33570","47","67","1278","111.130434"
"3","theHunter: Call of the Wild","405","14910","36","48","678","100.444444"
"4","Visage","390","25260","63","89","2400","369.230769"
"5","The Surge 2","375","23805","51","97","988","158.08"
"6","Just Chatting","345","6930","18","57","1264","219.826086"
"7","Sea of Solitude","210","5625","30","56","344","98.285714"
"8","Wolfenstein: Youngblood","165","6585","39","61","327","118.90909"
"9","theHunter Classic","105","4050","38","45","103","58.857142"
"10","Journey of Life","60","1890","31","35","112","112"
"11","The Forest","60","1905","31","34","37","37"
"12","The Sinking City","45","1440","32","37","70","93.333333"
