"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","855","3885","3","19","287","20.14035"
"2","Counter-Strike: Global Offensive","360","1440","3","7","74","12.333333"
"3","The Forest","345","825","2","10","33","5.73913"
"4","Dota 2","210","795","3","8","33","9.428571"
"5","osu!","150","390","2","7","63","25.2"
"6","Tom Clancy's Rainbow Six Siege","120","345","2","5","13","6.5"
"7","Fortnite","75","180","2","4","8","6.4"
"8","Hidden Folks","75","285","3","6","22","17.6"
"9","Totally Reliable Delivery Service","45","150","3","4","17","22.666666"
"10","Staxel","30","90","3","3","13","26"
"11","Just Chatting","15","75","5","5","10","40"
