"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","2745","10650","3","7","169","3.693989"
"2","Ring of Elysium","645","2250","3","6","72","6.697674"
"3","Starmade","465","2400","4","13","29","3.741935"
"4","Deceit","390","1650","4","7","32","4.923076"
"5","Talk Shows & Podcasts","210","360","1","4","17","4.857142"
"6","Moonlighter","195","600","3","5","17","5.230769"
"7","Dota Underlords","165","810","4","7","31","11.272727"
"8","Games + Demos","165","1260","7","10","13","4.727272"
"9","RimWorld","135","840","6","9","4","1.777777"
"10","Dawn of Man","90","375","4","6","10","6.666666"
"11","Unlisted on Twitch","60","165","2","4","8","8"
"12","Leisure Suit Larry: Wet Dreams Don't Dry","60","165","2","4","13","13"
"13","Yooka-Laylee","45","105","2","3","7","9.333333"
"14","CRSED: F.O.A.D.","15","30","2","2","1","4"
