"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","5730","83775","12","163","350","3.664921"
"2","Apex Legends","1500","3000","2","11","31","1.24"
"3","Fortnite","600","1125","1","4","22","2.2"
"4","Call of Duty: WWII","585","1335","2","6","18","1.846153"
"5","Warframe","540","825","1","3","11","1.222222"
"6","Detroit: Become Human","195","630","3","5","15","4.615384"
"7","Heavy Rain","90","135","1","2","6","4"
"8","Call of Duty: Modern Warfare Remastered","90","105","1","2","3","2"
"9","Call of Duty: Black Ops 4","60","75","1","2","1","1"
"10","Just Chatting","15","15","1","1","2","8"
