"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hunt: Showdown","1080","5670","4","9","113","6.277777"
"2","Music","810","4410","4","11","140","10.37037"
"3","NieR: Automata","795","4470","5","15","99","7.471698"
"4","World of Warcraft","495","3765","6","11","55","6.666666"
"5","The Cycle","315","1875","5","10","20","3.809523"
"6","Just Chatting","270","1230","4","8","29","6.444444"
"7","The Elder Scrolls Online","195","1065","5","12","25","7.692307"
"8","FINAL FANTASY XIV ONLINE","150","870","5","8","15","6"
"9","Pacify","105","750","7","9","14","8"
"10","Super Mario Odyssey","75","360","4","6","20","16"
