"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","3465","95850","26","51","3306","57.246753"
"2","Fortnite","990","21210","21","32","1000","60.60606"
"3","Special Events","405","9825","23","39","404","59.851851"
"4","Quantum Break","345","7335","20","26","181","31.47826"
"5","Worms W.M.D","330","7980","23","30","223","40.545454"
"6","Remothered: Tormented Fathers","315","7680","23","39","188","35.809523"
"7","Escape First","255","6885","26","32","193","45.411764"
"8","BioShock Infinite","180","3210","16","21","71","23.666666"
"9","Just Chatting","165","4140","25","31","158","57.454545"
"10","Marbles on Stream","90","2325","25","31","87","58"
"11","Pummel Party","60","1785","29","31","45","45"
"12","She Sees Red","60","1200","20","23","40","40"
"13","Attack on Titan 2: Final Battle","30","585","19","23","62","124"
"14","AMID EVIL","15","405","27","27","40","160"
