"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","World of Warships","1845","12870","5","14","471","15.317073"
"2","ARK: Survival Evolved","1065","9435","7","17","254","14.309859"
"3","PUBG: BATTLEGROUNDS","660","5040","8","15","148","13.454545"
"4","Dust: An Elysian Tail","375","1275","3","5","45","7.2"
"5","Unlisted on Twitch","255","1515","5","12","33","7.764705"
"6","Half-Life 2","240","1215","5","7","21","5.25"
"7","Planet Coaster","75","225","3","4","11","8.8"
"8","Trials Rising","60","315","5","6","11","11"
"9","Overwatch","45","420","9","11","11","14.666666"
"10","Hearthstone","45","405","9","10","7","9.333333"
"11","Dead by Daylight","15","105","7","7","7","28"
