"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Satisfactory","795","4275","4","24","76","5.735849"
"2","DARK SOULS III","690","1755","2","7","48","4.173913"
"3","Astroneer","690","2580","3","7","59","5.130434"
"4","Fallout 4","480","3195","6","52","34","4.25"
"5","Apex Legends","390","1365","3","7","39","6"
"6","Pizza Connection 3","345","1635","4","9","25","4.347826"
"7","Wolfenstein: Youngblood","180","720","4","7","22","7.333333"
"8","Black & White","150","600","4","6","17","6.8"
"9","The Elder Scrolls V: Skyrim","135","360","2","6","11","4.888888"
"10","Raft","120","210","1","4","13","6.5"
"11","Counter-Strike: Global Offensive","60","135","2","3","8","8"
"12","The Sims 4","60","255","4","5","5","5"
"13","PUBG: BATTLEGROUNDS","30","45","1","2","3","6"
"14","Just Chatting","30","60","2","3","5","10"
