"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Neverwinter","6840","16215","1","14","252","2.210526"
"2","TERA","585","780","0","3","22","2.25641"
"3","Bonds of the Skies","450","375","0","3","4","0.533333"
"4","Omega Quintet","270","510","1","3","9","2"
"5","Yu-Gi-Oh! Legacy of the Duelist","120","390","3","6","5","2.5"
"6","Unlisted on Twitch","120","180","1","3","5","2.5"
"7","Battle Ages","75","60","0","1","1","0.8"
"8","Dungeon Defenders II","45","30","0","1","3","4"
"9","Rogue Galaxy","30","30","1","1","2","4"
"10","Pox Nora","15","0","0","0","0","0"
"11","We Are the Dwarves","15","30","2","2","2","8"
