"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Welcome to the Game","600","12165","17","30","184","18.4"
"2","Sea of Thieves","585","6510","10","22","190","19.487179"
"3","Welcome to the Game II","495","12300","24","37","216","26.181818"
"4","Fortnite","375","3690","9","15","120","19.2"
"5","Teamfight Tactics","315","2970","9","22","64","12.190476"
"6","Friday the 13th: The Game","225","3090","13","22","60","16"
"7","PUBG: BATTLEGROUNDS","195","2835","14","24","75","23.076923"
"8","Just Chatting","195","1710","8","13","71","21.846153"
"9","Dead by Daylight","105","1620","15","20","28","16"
"10","Marbles on Stream","90","1695","17","23","56","37.333333"
"11","Twitch Sings","90","1560","17","20","36","24"
"12","The Waiting Room","45","1200","26","27","15","20"
