"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","3510","27795","7","15","539","9.213675"
"2","League of Legends","3240","24900","6","15","551","10.203703"
"3","Just Chatting","2400","17445","6","15","1063","26.575"
"4","Tom Clancy's Rainbow Six Siege","630","5190","7","14","154","14.666666"
"5","Teamfight Tactics","315","2610","7","11","42","8"
"6","PUBG: BATTLEGROUNDS","210","1590","7","10","43","12.285714"
"7","We Need to Go Deeper","150","1155","7","8","11","4.4"
"8","Latale","75","735","9","12","13","10.4"
"9","Doki Doki Literature Club!","45","375","8","12","23","30.666666"
"10","Castle Crashers","30","270","9","9","3","6"
"11","Tricky Towers","30","345","11","12","3","6"
