"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Path of Exile","3090","101010","30","58","2765","53.68932"
"2","World of Tanks","2835","57690","20","38","1523","32.232804"
"3","SMITE","435","11340","25","37","383","52.827586"
"4","Dota Underlords","420","11115","25","44","325","46.428571"
"5","Warhammer: Vermintide 2","405","15330","37","45","254","37.629629"
"6","Just Chatting","240","9375","39","49","226","56.5"
"7","Wolfenstein: Youngblood","195","5085","26","34","117","36"
"8","Killing Floor 2","105","3585","34","39","76","43.428571"
"9","Apex Legends","90","2400","26","34","104","69.333333"
"10","GeoGuessr","45","1170","26","27","45","60"
"11","Risk of Rain 2","30","780","26","26","82","164"
"12","Warframe","15","540","36","36","45","180"
