"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","3450","69000","18","79","1279","22.243478"
"2","Mario Kart 8","1425","26115","17","34","421","17.726315"
"3","Fable Anniversary","630","12150","19","31","268","25.523809"
"4","Visage","255","7050","30","41","152","35.764705"
"5","Crash Team Racing Nitro-Fueled","15","210","14","14","5","20"
