"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Diablo III","975","19650","17","37","1037","63.815384"
"2","Castlevania: Aria of Sorrow","450","8655","17","64","436","58.133333"
"3","Bloodstained: Ritual of the Night","345","5700","15","26","254","44.173913"
"4","StarCraft","225","3000","12","25","209","55.733333"
"5","Torchlight","150","2460","16","24","97","38.8"
"6","Contra III: The Alien Wars","150","1560","10","16","114","45.6"
"7","Heroes of the Storm","135","1230","8","14","115","51.111111"
"8","Diablo II: Lord of Destruction","105","1860","17","20","43","24.571428"
"9","Blazing Chrome","75","720","9","14","64","51.2"
"10","DARK SOULS III","60","855","13","16","33","33"
