"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Smash Bros. Ultimate","1170","5400","3","8","112","5.743589"
"2","Super Mario Maker 2","210","720","2","7","29","8.285714"
