"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","5700","805485","134","426","42469","447.042105"
"2","Just Chatting","3030","271725","90","155","20545","406.831683"
"3","Teamfight Tactics","1860","126120","69","141","20201","651.645161"
"4","League of Legends","1785","149010","74","194","8666","291.294117"
"5","The Sims 4","435","33150","73","109","3048","420.413793"
"6","Life is Strange 2","270","22950","85","101","1302","289.333333"
"7","Twitch Sings","180","13305","69","86","1198","399.333333"
"8","Stranger Things 3: The Game","165","14340","76","102","697","253.454545"
"9","Unlisted on Twitch","150","11220","71","94","471","188.4"
"10","ROBLOX","105","8475","80","103","723","413.142857"
"11","Limbo","105","7365","70","91","598","341.714285"
"12","Dead by Daylight","60","6285","104","120","246","246"
"13","Minecraft","45","3525","78","83","263","350.666666"
