"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","4245","6720","1","5","297","4.197879"
"2","RiME","105","285","2","3","8","4.571428"
"3","Assassin's Creed","30","60","2","2","0","0"
"4","Unlisted on Twitch","15","0","0","0","0","0"
