"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","2850","17160","5","17","853","17.957894"
"2","The Legend of Zelda: Ocarina of Time","1785","5235","2","13","198","6.655462"
"3","Counter-Strike: Global Offensive","690","5130","6","16","321","27.913043"
"4","Totally Accurate Battlegrounds","150","465","3","4","33","13.2"
"5","Golf With Your Friends","90","720","8","9","24","16"
"6","Jump King","75","675","9","13","30","24"
"7","Dota Underlords","75","480","5","9","21","16.8"
"8","Just Chatting","30","330","11","17","40","80"
"9","World of Warcraft","30","75","2","3","7","14"
"10","Getting Over It with Bennett Foddy","15","225","15","15","3","12"
