"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dark Souls","1215","105240","85","135","2776","137.086419"
"2","Super Mario Sunshine","720","53700","69","106","1287","107.25"
"3","Super Mario Maker 2","630","52500","76","110","1290","122.857142"
"4","Super Smash Bros. Ultimate","285","74610","238","926","1524","320.842105"
"5","Bendy and the Ink Machine","120","9435","78","83","238","119"
