"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","12525","4677645","368","1147","97937","469.159281"
"2","Escape from Tarkov","660","90000","184","257","1899","172.636363"
"3","Counter-Strike","360","81225","225","321","2011","335.166666"
"4","FIFA 19","360","75405","216","437","1016","169.333333"
"5","PUBG: BATTLEGROUNDS","105","24930","237","256","511","292"
"6","Unlisted on Twitch","105","39195","373","417","498","284.571428"
"7","Tom Clancy's Rainbow Six Siege","90","31800","353","405","662","441.333333"
"8","Arma 3","60","15795","263","282","605","605"
"9","Slots","15","3975","265","265","195","780"
