"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2295","6002235","2693","4285","117851","3081.071895"
"2","The Legend of Zelda: Oracle of Ages","975","3279000","3357","3717","42390","2608.615384"
"3","Unlisted on Twitch","795","636195","858","2377","41035","3096.981132"
"4","Indiana Jones and the Fate of Atlantis","585","2795745","4567","5195","23172","2376.615384"
"5","Bloodstained: Ritual of the Night","375","1105290","2949","3790","11446","1831.36"
"6","House Flipper","330","1305975","4190","4707","9616","1748.363636"
"7","Monster Boy and the Cursed Kingdom","330","1299135","3838","4553","17782","3233.090909"
"8","Factory Town","300","1384635","4505","4925","10402","2080.4"
"9","The Forest","285","903855","2988","3811","7852","1653.052631"
"10","The Messenger","165","689580","4179","4398","10238","3722.90909"
"11","Sekiro: Shadows Die Twice","150","363285","1710","3337","6714","2685.6"
"12","Void Bastards","135","471195","3490","3941","2971","1320.444444"
"13","Swords & Souls: Neverseen","120","419895","3472","3718","4608","2304"
"14","Trials Rising","105","362880","3456","3584","4652","2658.285714"
