"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","2565","52860","19","77","8042","188.116959"
"2","Teamfight Tactics","1035","18840","17","29","1955","113.333333"
"3","The Long Dark","645","11595","17","25","1174","109.209302"
"4","Tomb Raider: Legend","345","4950","14","24","538","93.565217"
"5","League of Legends","330","6480","17","27","869","158"
"6","FINAL FANTASY XV","210","3585","17","27","325","92.857142"
"7","Tomb Raider: Underworld","180","2805","16","20","217","72.333333"
"8","Layers of Fear 2","75","1500","20","24","182","145.6"
"9","Euro Truck Simulator 2","60","1050","17","20","114","114"
"10","UNDERTALE","45","900","20","24","119","158.666666"
"11","Metal Gear Rising: Revengeance","30","375","12","13","136","272"
