"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Wednesday 31st July 2019 18:45","https://sullygnome.com/channel/bordissed/stream/35114120512","0","0","1","1","0","0","0","0","Dungeons &amp; Dragons"
"2","Wednesday 24th July 2019 18:30","https://sullygnome.com/channel/bordissed/stream/35028364864","225","0","0","1","1","0","21","5","Dungeons &amp; Dragons"
"3","Wednesday 10th July 2019 18:45","https://sullygnome.com/channel/bordissed/stream/34853767504","240","0","0","1","1","0","25","5","Dungeons &amp; Dragons"
"4","Wednesday 3rd July 2019 18:15","https://sullygnome.com/channel/bordissed/stream/34767194288","195","0","0","2","2","0","13","3","Dungeons &amp; Dragons"
