"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","390","255","0","9","12","1.846153"
"2","Call of Duty: Black Ops 4","345","330","0","3","13","2.260869"
"3","Apex Legends","240","135","0","1","3","0.75"
"4","PUBG: BATTLEGROUNDS","135","45","0","2","0","0"
"5","DayZ","120","120","1","1","12","6"
"6","Unlisted on Twitch","90","75","1","2","0","0"
"7","Tom Clancy's Rainbow Six Siege","75","120","1","3","1","0.8"
"8","Sea of Thieves","60","60","0","2","0","0"
"9","Fortnite","45","45","1","1","1","1.333333"
"10","7 Days to Die","30","15","0","1","0","0"
"11","Trove","15","30","2","2","2","8"
"12","Astroneer","15","0","0","0","0","0"
