"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Legend of Zelda: Breath of the Wild","885","21480","19","86","502","34.033898"
"2","Art","855","11190","19","34","226","15.859649"
"3","Tom Clancy's Rainbow Six Siege","720","16005","21","34","251","20.916666"
"4","Just Chatting","630","8445","14","51","746","71.047619"
"5","Portal 2","360","6675","18","86","149","24.833333"
"6","Alien: Isolation","330","13830","41","52","208","37.818181"
"7","Stellaris","285","6660","23","30","136","28.631578"
"8","They Are Billions","270","7695","30","41","89","19.777777"
"9","House Flipper","255","4110","15","25","74","17.411764"
"10","Overwatch","210","5640","26","49","147","42"
"11","Euro Truck Simulator 2","150","3195","24","36","30","12"
"12","The Jackbox Party Pack 2","120","1695","14","17","31","15.5"
"13","Jackbox Party Packs","90","3840","42","48","61","40.666666"
"14","Subnautica","90","1950","21","24","3","2"
"15","Marbles on Stream","75","1725","23","26","35","28"
