"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1335","31845","23","39","1020","45.842696"
"2","Chinese Parents","300","9060","30","36","151","30.2"
"3","Getting Over It with Bennett Foddy","285","9135","33","46","217","45.68421"
"4","Teamfight Tactics","195","5535","28","33","186","57.230769"
"5","Hatoful Boyfriend","165","3435","20","25","90","32.727272"
"6","Art","90","1710","18","21","56","37.333333"
"7","Otaku's Adventure","60","2265","37","43","77","77"
"8","VA-11 HALL-A: Cyberpunk Bartender Action","30","615","20","22","26","52"
"9","Monster Hunter: World","15","270","18","18","21","84"
"10","Unlisted on Twitch","15","285","19","19","14","56"
