"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1950","39825","20","70","9742","299.753846"
"2","League of Legends","1290","30390","22","46","8013","372.697674"
"3","Art","810","33705","38","111","7179","531.777777"
"4","Beyond: Two Souls","540","6570","11","20","588","65.333333"
"5","Tom Clancy's Rainbow Six Siege","240","6510","23","53","2475","618.75"
"6","MapleStory","210","5805","30","44","711","203.142857"
"7","Overwatch","150","2415","17","23","666","266.4"
"8","Puyo Puyo Tetris","150","5220","30","44","1028","411.2"
"9","Rust","120","2265","18","31","281","140.5"
"10","Baba is You","90","2385","26","37","218","145.333333"
"11","Cuphead","60","960","16","18","167","167"
"12","The Idolmaster: Stella Stage","45","750","16","24","142","189.333333"
"13","Dungeon Fighter Online","30","975","32","35","278","556"
"14","Angvik","15","450","30","30","236","944"
