"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","4410","15525","3","10","517","7.034013"
"2","Stardew Valley","855","2550","2","7","101","7.087719"
"3","Teamfight Tactics","390","1320","2","5","23","3.538461"
"4","Paragon","240","2205","8","17","46","11.5"
"5","Terraria","195","420","1","3","17","5.230769"
"6","Grand Theft Auto V","165","825","5","10","13","4.727272"
"7","Conan Exiles","105","450","4","6","7","4"
"8","Resident Evil 2","105","375","3","5","6","3.428571"
"9","Mist Survival","75","405","5","6","2","1.6"
"10","Just Chatting","60","375","6","7","3","3"
"11","PUBG: BATTLEGROUNDS","60","120","2","2","4","4"
"12","Drunken Wrestlers 2","45","210","4","5","3","4"
