"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Wreckfest","1680","34335","20","71","1134","40.5"
"2","Fortnite","915","12030","13","26","654","42.885245"
"3","Just Chatting","900","11400","10","35","537","35.8"
"4","Project CARS 2","270","3375","12","19","82","18.222222"
"5","Tennis World Tour","240","3885","15","29","187","46.75"
"6","FIFA 19","195","2745","12","20","253","77.846153"
"7","Apex Legends","195","2940","16","25","124","38.153846"
"8","Farming Simulator 15","150","1710","11","15","76","30.4"
"9","Project CARS","75","1035","13","15","35","28"
"10","Gran Turismo Sport","60","975","13","24","17","17"
"11","Pro Evolution Soccer","45","1245","27","29","34","45.333333"
"12","NHL 19","45","600","13","15","7","9.333333"
"13","EA Sports UFC 3","45","990","24","31","43","57.333333"
"14","Borderlands: The Pre-Sequel","30","225","7","8","34","68"
"15","Call of Duty: Modern Warfare Remastered","30","465","15","17","22","44"
"16","Unlisted on Twitch","15","285","19","19","9","36"
