"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Steins;Gate Elite","2070","10140","3","11","123","3.565217"
"2","Splatoon 2","435","1770","3","6","23","3.172413"
"3","Resident Evil 4","375","1650","4","7","24","3.84"
"4","Art","330","1560","4","10","25","4.545454"
"5","Lethal League Blaze","225","1185","4","8","20","5.333333"
"6","Super Smash Bros. Ultimate","195","600","3","5","6","1.846153"
"7","Akane","60","195","3","5","1","1"
"8","TETRIS 99","60","240","4","6","15","15"
"9","Catan","45","225","5","5","0","0"
"10","Fallout Shelter","15","75","5","5","7","28"
