"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Call of Duty: Black Ops 4","6480","98835","12","119","2547","23.583333"
"2","Food & Drink","75","465","6","9","14","11.2"
"3","Apex Legends","60","2250","37","50","120","120"
