"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","1035","6465","5","15","329","19.072463"
"2","Grand Theft Auto","465","2580","5","10","112","14.451612"
"3","Fortnite","420","1530","2","8","92","13.142857"
"4","League of Legends","270","1920","7","32","60","13.333333"
"5","skribbl.io","270","1815","6","11","182","40.444444"
"6","Tom Clancy's Rainbow Six Siege","210","3045","9","115","107","30.571428"
"7","Unlisted on Twitch","165","795","5","7","123","44.727272"
"8","Just Chatting","150","1065","6","14","75","30"
"9","Poker","45","375","8","12","27","36"
"10","Haxball","45","135","3","6","5","6.666666"
