"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Sea of Thieves","1230","4170","3","12","116","5.658536"
"2","Subnautica","1065","6210","5","16","130","7.323943"
"3","Just Chatting","345","1875","5","10","113","19.652173"
"4","Spore","300","2235","7","17","58","11.6"
"5","Human: Fall Flat","255","1905","7","12","26","6.117647"
"6","Moonlighter","150","675","4","12","22","8.8"
"7","Ni no Kuni II: Revenant Kingdom","120","480","3","5","6","3"
"8","Yakuza Kiwami 2","105","465","4","5","18","10.285714"
"9","HellSign","105","495","4","7","19","10.857142"
"10","Vampyr","75","105","1","2","4","3.2"
"11","Twitch Sings","60","120","2","2","15","15"
"12","My Time at Portia","15","15","1","1","0","0"
