"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","915","915","0","3","41","2.688524"
"2","Tom Clancy's Rainbow Six Siege","255","120","0","1","7","1.647058"
"3","Half-Life 2","225","285","1","3","10","2.666666"
"4","Dota Underlords","135","75","0","1","4","1.777777"
"5","Welcome to the Game II","75","255","3","4","3","2.4"
"6","Apex Legends","60","105","1","3","2","2"
"7","Games + Demos","45","45","0","2","2","2.666666"
"8","Battlefield 4","45","15","0","1","0","0"
"9","Destiny 2","45","135","3","5","5","6.666666"
"10","Counter-Strike: Global Offensive","15","15","1","1","1","4"
"11","Spyro the Dragon","15","15","1","1","0","0"
