"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","2655","165825","52","180","4194","94.779661"
"2","Assassin's Creed Origins","2235","90360","31","147","2062","55.355704"
"3","Destiny 2","1035","98130","73","167","1634","94.724637"
"4","PUBG: BATTLEGROUNDS","495","19785","33","99","394","47.757575"
"5","The Sims 4","405","8520","18","36","164","24.296296"
"6","Dead by Daylight","390","35220","59","141","516","79.384615"
"7","DARK SOULS III","285","26700","78","130","453","95.368421"
"8","Apex Legends","270","23295","86","130","431","95.777777"
"9","DOOM","240","4215","17","24","116","29"
"10","Sea of Thieves","210","5205","24","33","144","41.142857"
"11","Grand Theft Auto V","210","3765","25","45","462","132"
"12","The Witcher 3: Wild Hunt","180","5685","31","36","102","34"
"13","Fortnite","120","3375","30","49","116","58"
"14","Visage","105","2010","19","27","156","89.142857"
"15","Just Chatting","45","510","9","16","20","26.666666"
"16","Pacify","45","1425","31","46","58","77.333333"
"17","Assassin's Creed Odyssey","15","225","15","15","0","0"
