"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Phoenix Wright: Ace Attorney Trilogy HD","3525","102255","28","106","1616","27.506382"
"2","Art","1275","29145","26","48","580","27.294117"
"3","Stardew Valley","555","16020","28","43","304","32.864864"
