"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","osu!","1440","3645","1","7","210","8.75"
"2","Just Chatting","1305","5745","3","17","207","9.517241"
"3","Dota 2","1065","2640","2","5","263","14.816901"
"4","Unlisted on Twitch","930","2235","1","6","95","6.129032"
"5","Heavy Rain","465","1635","2","6","133","17.16129"
"6","Sid Meier's Civilization V","360","1035","2","7","27","4.5"
"7","Grand Theft Auto V","75","270","3","5","13","10.4"
"8","Minecraft","60","195","3","4","5","5"
"9","Rust","60","120","2","2","8","8"
"10","Counter-Strike","30","105","3","4","8","16"
"11","Steep","30","180","6","6","0","0"
"12","Dota Underlords","30","0","0","0","0","0"
