"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Heroes of the Storm","1485","31635","21","37","1900","76.767676"
"2","Just Chatting","900","14925","16","27","881","58.733333"
"3","Art","255","3915","15","26","185","43.529411"
"4","Hand Simulator","90","990","11","14","24","16"
