"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Borderlands: The Handsome Collection","240","540","2","6","8","2"
"2","Blood & Truth","210","165","0","4","5","1.428571"
"3","Beat Saber","135","525","3","12","11","4.888888"
"4","Escape from Tarkov","90","120","1","2","5","3.333333"
